word,phonetic_alterntive
against,ahgehnst
respond,rihspaand
sight,sayt
opera,aaprah
tactical,taektihkahl
case,keys
poisoning,poyzahnihng
tibetan,tihbehtahn
suspicious,sahspihshahs
athletes,aethliyts
shedding,shehdihng
emilia,ahmiyliyah
massive,maesihv
beer,bihr
always,aolweyz
straight,streyt
contact,kaantaekt
gaul,gaol
unfortunate,ahnfaorchahnaht
improvement,ihmpruwvmahnt
plates,pleyts
kaisha,keyshah
shakespeare,sheykspiyr
horrible,hhaorahbahl
giver,gihver
formats,faormaets
about,ahbawt
humid,hhyuwmahd
four,faor
us,ahs
